label_id,alert_uid,scenario_id,campaign_id,run_id,agent_name,timestamp,label,event_role,simulation_type,execution_mode,tool,atomic_test_id,caldera_operation_id,caldera_adversary_profile,caldera_ability_id,mitre_tactic,mitre_technique_id,rule_id,rule_description,confidence,ground_truth_summary,notes
LBL-000011,ALERT-5410A591ADDD1117,,C-LNX-01,C-LNX-01-CAL-R001,safesoc-lnx-01,2026-05-14T23:41:39.323-0400,attack_like,supporting,caldera_campaign,caldera,MITRE Caldera,,CAL_LNX_OP1,Thief (1a98b8e6-18ce-4617-8cc5-e65a1a9d490e),6469befa-748a-4b9c-a96d-f191fde47d89;90c2efaa-8205-480d-8bb6-61d90dbaf81b;4e97e699-93d7-4040-b5a3-2e906a58199e;300157e5-f4ad-4569-b533-9d1fa0e74d74;ea713bc4-63f0-491c-9a6f-0b01d560b87e,Campaign,T1110.001/T1548.003/T1082/T1033/T1016/T1053.003,5502,PAM: Login session closed.,medium,Primary trigger evidence for C-LNX-01-CAL-R001,Medium-confidence timestamp-derived label; retained after spot-check.
LBL-000012,ALERT-E4376BADD32B886D,,C-LNX-01,C-LNX-01-CAL-R001,safesoc-lnx-01,2026-05-14T23:42:38.724-0400,attack_like,supporting,caldera_campaign,caldera,MITRE Caldera,,CAL_LNX_OP1,Thief (1a98b8e6-18ce-4617-8cc5-e65a1a9d490e),6469befa-748a-4b9c-a96d-f191fde47d89;90c2efaa-8205-480d-8bb6-61d90dbaf81b;4e97e699-93d7-4040-b5a3-2e906a58199e;300157e5-f4ad-4569-b533-9d1fa0e74d74;ea713bc4-63f0-491c-9a6f-0b01d560b87e,Defense Evasion/Persistence/Privilege Escalation/Initial Access,T1078,5501,PAM: Login session opened.,medium,Primary trigger evidence for C-LNX-01-CAL-R001,Medium-confidence timestamp-derived label; retained after spot-check.
LBL-000013,ALERT-FC2C44F58A9115F4,,C-LNX-01,C-LNX-01-CAL-R001,safesoc-lnx-01,2026-05-14T23:42:39.324-0400,attack_like,supporting,caldera_campaign,caldera,MITRE Caldera,,CAL_LNX_OP1,Thief (1a98b8e6-18ce-4617-8cc5-e65a1a9d490e),6469befa-748a-4b9c-a96d-f191fde47d89;90c2efaa-8205-480d-8bb6-61d90dbaf81b;4e97e699-93d7-4040-b5a3-2e906a58199e;300157e5-f4ad-4569-b533-9d1fa0e74d74;ea713bc4-63f0-491c-9a6f-0b01d560b87e,Defense Evasion/Persistence/Privilege Escalation/Initial Access,T1078,5501,PAM: Login session opened.,medium,Primary trigger evidence for C-LNX-01-CAL-R001,Medium-confidence timestamp-derived label; retained after spot-check.
LBL-000014,ALERT-561FB6D199940F1C,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:12:25.208-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,CAL_LNX_OP2 (2026-05-15T04:08:53.929Z),Defense Evasion (ef4d997c-a0d1-4067-9efa-87c58682db71),43b3754c-def4-4699-a673-1d85648fda6a;8478297ebb155b34c412a0fde335eccd;683115a2ceeb045e6ffbf4487322b220;8a60db80ab6f4a6b1db758c95bacfafa;0aaebed766f7120873d5ad90c23355f8;2929fac2296bf1041ba33c86d42d9a5a;c8e46a29cac614806da56b0be6b0e454;b2e76a3113cbfc8e9729b7e170a5a6aa;8e7c28877a9c7826fece190f185b534c;379509c4b83f252bc779446f0512e936;80be956df11e4a384333150807c3ccd9;d38cba2905e62b4c1a7e5c88137ce485;326a9797b0d59b8f6d5a3c384c564b9f;5ffa5b3b330848d39dc1728365dad61c;db8c6ba84f796a2f1fa1497b8dc1aae2;4d4b29abb6b1e580e33c0035c1fc37ad,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Reviewed during Sprint 8 QA. Primary trigger evidence retained.
LBL-000015,ALERT-D33329D0398DE5E9,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:13:37.238-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,CAL_LNX_OP2 (2026-05-15T04:08:53.929Z),Defense Evasion (ef4d997c-a0d1-4067-9efa-87c58682db71),43b3754c-def4-4699-a673-1d85648fda6a;8478297ebb155b34c412a0fde335eccd;683115a2ceeb045e6ffbf4487322b220;8a60db80ab6f4a6b1db758c95bacfafa;0aaebed766f7120873d5ad90c23355f8;2929fac2296bf1041ba33c86d42d9a5a;c8e46a29cac614806da56b0be6b0e454;b2e76a3113cbfc8e9729b7e170a5a6aa;8e7c28877a9c7826fece190f185b534c;379509c4b83f252bc779446f0512e936;80be956df11e4a384333150807c3ccd9;d38cba2905e62b4c1a7e5c88137ce485;326a9797b0d59b8f6d5a3c384c564b9f;5ffa5b3b330848d39dc1728365dad61c;db8c6ba84f796a2f1fa1497b8dc1aae2;4d4b29abb6b1e580e33c0035c1fc37ad,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Reviewed during Sprint 8 QA. Primary trigger evidence retained.
LBL-000016,ALERT-319CCDE655311608,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:14:35.246-0400,attack_like,supporting,caldera_campaign,caldera,MITRE Caldera,,CAL_LNX_OP2 (2026-05-15T04:08:53.929Z),Defense Evasion (ef4d997c-a0d1-4067-9efa-87c58682db71),43b3754c-def4-4699-a673-1d85648fda6a;8478297ebb155b34c412a0fde335eccd;683115a2ceeb045e6ffbf4487322b220;8a60db80ab6f4a6b1db758c95bacfafa;0aaebed766f7120873d5ad90c23355f8;2929fac2296bf1041ba33c86d42d9a5a;c8e46a29cac614806da56b0be6b0e454;b2e76a3113cbfc8e9729b7e170a5a6aa;8e7c28877a9c7826fece190f185b534c;379509c4b83f252bc779446f0512e936;80be956df11e4a384333150807c3ccd9;d38cba2905e62b4c1a7e5c88137ce485;326a9797b0d59b8f6d5a3c384c564b9f;5ffa5b3b330848d39dc1728365dad61c;db8c6ba84f796a2f1fa1497b8dc1aae2;4d4b29abb6b1e580e33c0035c1fc37ad,Discovery,T1057,92604,Processes running for all users were queried with ps command.,medium,Primary trigger evidence for C-LNX-01-CAL-R002,Medium-confidence timestamp-derived label; retained after spot-check.
LBL-000017,ALERT-4E48943D1FB4B605,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:15:35.267-0400,attack_like,supporting,caldera_campaign,caldera,MITRE Caldera,,CAL_LNX_OP2 (2026-05-15T04:08:53.929Z),Defense Evasion (ef4d997c-a0d1-4067-9efa-87c58682db71),43b3754c-def4-4699-a673-1d85648fda6a;8478297ebb155b34c412a0fde335eccd;683115a2ceeb045e6ffbf4487322b220;8a60db80ab6f4a6b1db758c95bacfafa;0aaebed766f7120873d5ad90c23355f8;2929fac2296bf1041ba33c86d42d9a5a;c8e46a29cac614806da56b0be6b0e454;b2e76a3113cbfc8e9729b7e170a5a6aa;8e7c28877a9c7826fece190f185b534c;379509c4b83f252bc779446f0512e936;80be956df11e4a384333150807c3ccd9;d38cba2905e62b4c1a7e5c88137ce485;326a9797b0d59b8f6d5a3c384c564b9f;5ffa5b3b330848d39dc1728365dad61c;db8c6ba84f796a2f1fa1497b8dc1aae2;4d4b29abb6b1e580e33c0035c1fc37ad,Discovery,T1057,92604,Processes running for all users were queried with ps command.,medium,Primary trigger evidence for C-LNX-01-CAL-R002,Medium-confidence timestamp-derived label; retained after spot-check.
LBL-000018,ALERT-A1220A2648FB0DAA,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:16:43.322-0400,attack_like,supporting,caldera_campaign,caldera,MITRE Caldera,,CAL_LNX_OP2 (2026-05-15T04:08:53.929Z),Defense Evasion (ef4d997c-a0d1-4067-9efa-87c58682db71),43b3754c-def4-4699-a673-1d85648fda6a;8478297ebb155b34c412a0fde335eccd;683115a2ceeb045e6ffbf4487322b220;8a60db80ab6f4a6b1db758c95bacfafa;0aaebed766f7120873d5ad90c23355f8;2929fac2296bf1041ba33c86d42d9a5a;c8e46a29cac614806da56b0be6b0e454;b2e76a3113cbfc8e9729b7e170a5a6aa;8e7c28877a9c7826fece190f185b534c;379509c4b83f252bc779446f0512e936;80be956df11e4a384333150807c3ccd9;d38cba2905e62b4c1a7e5c88137ce485;326a9797b0d59b8f6d5a3c384c564b9f;5ffa5b3b330848d39dc1728365dad61c;db8c6ba84f796a2f1fa1497b8dc1aae2;4d4b29abb6b1e580e33c0035c1fc37ad,Discovery,T1057,92604,Processes running for all users were queried with ps command.,medium,Primary trigger evidence for C-LNX-01-CAL-R002,Medium-confidence timestamp-derived label; retained after spot-check.
LBL-000019,ALERT-A591C7557ECCEB16,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:17:47.297-0400,attack_like,supporting,caldera_campaign,caldera,MITRE Caldera,,CAL_LNX_OP2 (2026-05-15T04:08:53.929Z),Defense Evasion (ef4d997c-a0d1-4067-9efa-87c58682db71),43b3754c-def4-4699-a673-1d85648fda6a;8478297ebb155b34c412a0fde335eccd;683115a2ceeb045e6ffbf4487322b220;8a60db80ab6f4a6b1db758c95bacfafa;0aaebed766f7120873d5ad90c23355f8;2929fac2296bf1041ba33c86d42d9a5a;c8e46a29cac614806da56b0be6b0e454;b2e76a3113cbfc8e9729b7e170a5a6aa;8e7c28877a9c7826fece190f185b534c;379509c4b83f252bc779446f0512e936;80be956df11e4a384333150807c3ccd9;d38cba2905e62b4c1a7e5c88137ce485;326a9797b0d59b8f6d5a3c384c564b9f;5ffa5b3b330848d39dc1728365dad61c;db8c6ba84f796a2f1fa1497b8dc1aae2;4d4b29abb6b1e580e33c0035c1fc37ad,Discovery,T1057,92604,Processes running for all users were queried with ps command.,medium,Primary trigger evidence for C-LNX-01-CAL-R002,Medium-confidence timestamp-derived label; retained after spot-check.
LBL-000020,ALERT-8886D78D94AD800D,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:18:55.313-0400,attack_like,supporting,caldera_campaign,caldera,MITRE Caldera,,CAL_LNX_OP2 (2026-05-15T04:08:53.929Z),Defense Evasion (ef4d997c-a0d1-4067-9efa-87c58682db71),43b3754c-def4-4699-a673-1d85648fda6a;8478297ebb155b34c412a0fde335eccd;683115a2ceeb045e6ffbf4487322b220;8a60db80ab6f4a6b1db758c95bacfafa;0aaebed766f7120873d5ad90c23355f8;2929fac2296bf1041ba33c86d42d9a5a;c8e46a29cac614806da56b0be6b0e454;b2e76a3113cbfc8e9729b7e170a5a6aa;8e7c28877a9c7826fece190f185b534c;379509c4b83f252bc779446f0512e936;80be956df11e4a384333150807c3ccd9;d38cba2905e62b4c1a7e5c88137ce485;326a9797b0d59b8f6d5a3c384c564b9f;5ffa5b3b330848d39dc1728365dad61c;db8c6ba84f796a2f1fa1497b8dc1aae2;4d4b29abb6b1e580e33c0035c1fc37ad,Discovery,T1057,92604,Processes running for all users were queried with ps command.,medium,Primary trigger evidence for C-LNX-01-CAL-R002,Medium-confidence timestamp-derived label; retained after spot-check.
LBL-000021,ALERT-56E5215B1774D9BD,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:19:55.349-0400,attack_like,supporting,caldera_campaign,caldera,MITRE Caldera,,CAL_LNX_OP2 (2026-05-15T04:08:53.929Z),Defense Evasion (ef4d997c-a0d1-4067-9efa-87c58682db71),43b3754c-def4-4699-a673-1d85648fda6a;8478297ebb155b34c412a0fde335eccd;683115a2ceeb045e6ffbf4487322b220;8a60db80ab6f4a6b1db758c95bacfafa;0aaebed766f7120873d5ad90c23355f8;2929fac2296bf1041ba33c86d42d9a5a;c8e46a29cac614806da56b0be6b0e454;b2e76a3113cbfc8e9729b7e170a5a6aa;8e7c28877a9c7826fece190f185b534c;379509c4b83f252bc779446f0512e936;80be956df11e4a384333150807c3ccd9;d38cba2905e62b4c1a7e5c88137ce485;326a9797b0d59b8f6d5a3c384c564b9f;5ffa5b3b330848d39dc1728365dad61c;db8c6ba84f796a2f1fa1497b8dc1aae2;4d4b29abb6b1e580e33c0035c1fc37ad,Discovery,T1057,92604,Processes running for all users were queried with ps command.,medium,Primary trigger evidence for C-LNX-01-CAL-R002,Medium-confidence timestamp-derived label; retained after spot-check.
LBL-000022,ALERT-D333DCF417EBA53B,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:20:39.359-0400,attack_like,supporting,caldera_campaign,caldera,MITRE Caldera,,CAL_LNX_OP2 (2026-05-15T04:08:53.929Z),Defense Evasion (ef4d997c-a0d1-4067-9efa-87c58682db71),43b3754c-def4-4699-a673-1d85648fda6a;8478297ebb155b34c412a0fde335eccd;683115a2ceeb045e6ffbf4487322b220;8a60db80ab6f4a6b1db758c95bacfafa;0aaebed766f7120873d5ad90c23355f8;2929fac2296bf1041ba33c86d42d9a5a;c8e46a29cac614806da56b0be6b0e454;b2e76a3113cbfc8e9729b7e170a5a6aa;8e7c28877a9c7826fece190f185b534c;379509c4b83f252bc779446f0512e936;80be956df11e4a384333150807c3ccd9;d38cba2905e62b4c1a7e5c88137ce485;326a9797b0d59b8f6d5a3c384c564b9f;5ffa5b3b330848d39dc1728365dad61c;db8c6ba84f796a2f1fa1497b8dc1aae2;4d4b29abb6b1e580e33c0035c1fc37ad,Discovery,T1057,92604,Processes running for all users were queried with ps command.,medium,Primary trigger evidence for C-LNX-01-CAL-R002,Medium-confidence timestamp-derived label; retained after spot-check.
LBL-000023,ALERT-585DD3F6152E6CA5,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:21:37.372-0400,attack_like,supporting,caldera_campaign,caldera,MITRE Caldera,,CAL_LNX_OP2 (2026-05-15T04:08:53.929Z),Defense Evasion (ef4d997c-a0d1-4067-9efa-87c58682db71),43b3754c-def4-4699-a673-1d85648fda6a;8478297ebb155b34c412a0fde335eccd;683115a2ceeb045e6ffbf4487322b220;8a60db80ab6f4a6b1db758c95bacfafa;0aaebed766f7120873d5ad90c23355f8;2929fac2296bf1041ba33c86d42d9a5a;c8e46a29cac614806da56b0be6b0e454;b2e76a3113cbfc8e9729b7e170a5a6aa;8e7c28877a9c7826fece190f185b534c;379509c4b83f252bc779446f0512e936;80be956df11e4a384333150807c3ccd9;d38cba2905e62b4c1a7e5c88137ce485;326a9797b0d59b8f6d5a3c384c564b9f;5ffa5b3b330848d39dc1728365dad61c;db8c6ba84f796a2f1fa1497b8dc1aae2;4d4b29abb6b1e580e33c0035c1fc37ad,Discovery,T1057,92604,Processes running for all users were queried with ps command.,medium,Primary trigger evidence for C-LNX-01-CAL-R002,Medium-confidence timestamp-derived label; retained after spot-check.
LBL-000024,ALERT-0E36E33EAB78C7F9,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:22:37.386-0400,attack_like,supporting,caldera_campaign,caldera,MITRE Caldera,,CAL_LNX_OP2 (2026-05-15T04:08:53.929Z),Defense Evasion (ef4d997c-a0d1-4067-9efa-87c58682db71),43b3754c-def4-4699-a673-1d85648fda6a;8478297ebb155b34c412a0fde335eccd;683115a2ceeb045e6ffbf4487322b220;8a60db80ab6f4a6b1db758c95bacfafa;0aaebed766f7120873d5ad90c23355f8;2929fac2296bf1041ba33c86d42d9a5a;c8e46a29cac614806da56b0be6b0e454;b2e76a3113cbfc8e9729b7e170a5a6aa;8e7c28877a9c7826fece190f185b534c;379509c4b83f252bc779446f0512e936;80be956df11e4a384333150807c3ccd9;d38cba2905e62b4c1a7e5c88137ce485;326a9797b0d59b8f6d5a3c384c564b9f;5ffa5b3b330848d39dc1728365dad61c;db8c6ba84f796a2f1fa1497b8dc1aae2;4d4b29abb6b1e580e33c0035c1fc37ad,Discovery,T1057,92604,Processes running for all users were queried with ps command.,medium,Primary trigger evidence for C-LNX-01-CAL-R002,Medium-confidence timestamp-derived label; retained after spot-check.
LBL-000025,ALERT-E9DD862B632660E7,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:23:35.406-0400,attack_like,supporting,caldera_campaign,caldera,MITRE Caldera,,CAL_LNX_OP2 (2026-05-15T04:08:53.929Z),Defense Evasion (ef4d997c-a0d1-4067-9efa-87c58682db71),43b3754c-def4-4699-a673-1d85648fda6a;8478297ebb155b34c412a0fde335eccd;683115a2ceeb045e6ffbf4487322b220;8a60db80ab6f4a6b1db758c95bacfafa;0aaebed766f7120873d5ad90c23355f8;2929fac2296bf1041ba33c86d42d9a5a;c8e46a29cac614806da56b0be6b0e454;b2e76a3113cbfc8e9729b7e170a5a6aa;8e7c28877a9c7826fece190f185b534c;379509c4b83f252bc779446f0512e936;80be956df11e4a384333150807c3ccd9;d38cba2905e62b4c1a7e5c88137ce485;326a9797b0d59b8f6d5a3c384c564b9f;5ffa5b3b330848d39dc1728365dad61c;db8c6ba84f796a2f1fa1497b8dc1aae2;4d4b29abb6b1e580e33c0035c1fc37ad,Discovery,T1057,92604,Processes running for all users were queried with ps command.,medium,Primary trigger evidence for C-LNX-01-CAL-R002,Medium-confidence timestamp-derived label; retained after spot-check.
LBL-000026,ALERT-D0A9E728D7C1698C,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:24:29.451-0400,attack_like,supporting,caldera_campaign,caldera,MITRE Caldera,,CAL_LNX_OP2 (2026-05-15T04:08:53.929Z),Defense Evasion (ef4d997c-a0d1-4067-9efa-87c58682db71),43b3754c-def4-4699-a673-1d85648fda6a;8478297ebb155b34c412a0fde335eccd;683115a2ceeb045e6ffbf4487322b220;8a60db80ab6f4a6b1db758c95bacfafa;0aaebed766f7120873d5ad90c23355f8;2929fac2296bf1041ba33c86d42d9a5a;c8e46a29cac614806da56b0be6b0e454;b2e76a3113cbfc8e9729b7e170a5a6aa;8e7c28877a9c7826fece190f185b534c;379509c4b83f252bc779446f0512e936;80be956df11e4a384333150807c3ccd9;d38cba2905e62b4c1a7e5c88137ce485;326a9797b0d59b8f6d5a3c384c564b9f;5ffa5b3b330848d39dc1728365dad61c;db8c6ba84f796a2f1fa1497b8dc1aae2;4d4b29abb6b1e580e33c0035c1fc37ad,Discovery,T1057,92604,Processes running for all users were queried with ps command.,medium,Primary trigger evidence for C-LNX-01-CAL-R002,Medium-confidence timestamp-derived label; retained after spot-check.
LBL-000027,ALERT-E7E9E15ED9F70D35,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:25:35.434-0400,attack_like,supporting,caldera_campaign,caldera,MITRE Caldera,,CAL_LNX_OP2 (2026-05-15T04:08:53.929Z),Defense Evasion (ef4d997c-a0d1-4067-9efa-87c58682db71),43b3754c-def4-4699-a673-1d85648fda6a;8478297ebb155b34c412a0fde335eccd;683115a2ceeb045e6ffbf4487322b220;8a60db80ab6f4a6b1db758c95bacfafa;0aaebed766f7120873d5ad90c23355f8;2929fac2296bf1041ba33c86d42d9a5a;c8e46a29cac614806da56b0be6b0e454;b2e76a3113cbfc8e9729b7e170a5a6aa;8e7c28877a9c7826fece190f185b534c;379509c4b83f252bc779446f0512e936;80be956df11e4a384333150807c3ccd9;d38cba2905e62b4c1a7e5c88137ce485;326a9797b0d59b8f6d5a3c384c564b9f;5ffa5b3b330848d39dc1728365dad61c;db8c6ba84f796a2f1fa1497b8dc1aae2;4d4b29abb6b1e580e33c0035c1fc37ad,Discovery,T1057,92604,Processes running for all users were queried with ps command.,medium,Primary trigger evidence for C-LNX-01-CAL-R002,Medium-confidence timestamp-derived label; retained after spot-check.
