label_id,alert_uid,scenario_id,campaign_id,run_id,agent_name,timestamp,label,event_role,simulation_type,execution_mode,tool,atomic_test_id,caldera_operation_id,caldera_ability_id,mitre_tactic,mitre_technique_id,rule_id,rule_description,confidence,ground_truth_summary,notes
LBL-000001,ALERT-939476A8BF516E30,,C-LNX-01,C-LNX-01-CAL-R001,safesoc-lnx-01,2026-05-14T23:41:36.705-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Privilege Escalation/Defense Evasion,T1548.003,5402,Successful sudo to ROOT executed.,high,Primary trigger evidence for C-LNX-01-CAL-R001,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R001_alerts.jsonl; manual review recommended.
LBL-000012,ALERT-E4376BADD32B886D,,C-LNX-01,C-LNX-01-CAL-R001,safesoc-lnx-01,2026-05-14T23:42:38.724-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Defense Evasion/Persistence/Privilege Escalation/Initial Access,T1078,5501,PAM: Login session opened.,high,Primary trigger evidence for C-LNX-01-CAL-R001,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R001_alerts.jsonl; manual review recommended.
LBL-000013,ALERT-FC2C44F58A9115F4,,C-LNX-01,C-LNX-01-CAL-R001,safesoc-lnx-01,2026-05-14T23:42:39.324-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Defense Evasion/Persistence/Privilege Escalation/Initial Access,T1078,5501,PAM: Login session opened.,high,Primary trigger evidence for C-LNX-01-CAL-R001,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R001_alerts.jsonl; manual review recommended.
LBL-000014,ALERT-561FB6D199940F1C,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:12:25.208-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000015,ALERT-D33329D0398DE5E9,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:13:37.238-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000016,ALERT-319CCDE655311608,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:14:35.246-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000017,ALERT-4E48943D1FB4B605,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:15:35.267-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000018,ALERT-A1220A2648FB0DAA,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:16:43.322-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000019,ALERT-A591C7557ECCEB16,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:17:47.297-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000020,ALERT-8886D78D94AD800D,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:18:55.313-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000021,ALERT-56E5215B1774D9BD,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:19:55.349-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000022,ALERT-D333DCF417EBA53B,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:20:39.359-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000023,ALERT-585DD3F6152E6CA5,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:21:37.372-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000024,ALERT-0E36E33EAB78C7F9,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:22:37.386-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000025,ALERT-E9DD862B632660E7,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:23:35.406-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000026,ALERT-D0A9E728D7C1698C,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:24:29.451-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000027,ALERT-E7E9E15ED9F70D35,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:25:35.434-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000028,ALERT-45EFA995E37102F8,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:26:17.443-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000029,ALERT-E1DDFE2BEA2A83C4,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:26:59.493-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000030,ALERT-3F74861696BA1246,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:27:45.506-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000031,ALERT-8C5FEED7F848D6A3,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:28:31.519-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000032,ALERT-6EB90D9669A9EA66,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:29:22.184-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000033,ALERT-9BFA3724D0BAC2E6,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:30:07.545-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000034,ALERT-72F26E87464E67FC,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:31:11.531-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000035,ALERT-9E5D5E7591D2BA84,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:32:03.577-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000036,ALERT-F0B0033875C6224D,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:32:42.280-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000037,ALERT-561FB6D199940F1C,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:12:25.208-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000038,ALERT-D33329D0398DE5E9,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:13:37.238-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000039,ALERT-319CCDE655311608,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:14:35.246-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000040,ALERT-4E48943D1FB4B605,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:15:35.267-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000041,ALERT-A1220A2648FB0DAA,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:16:43.322-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000042,ALERT-A591C7557ECCEB16,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:17:47.297-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000043,ALERT-8886D78D94AD800D,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:18:55.313-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000044,ALERT-56E5215B1774D9BD,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:19:55.349-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000045,ALERT-D333DCF417EBA53B,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:20:39.359-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000046,ALERT-585DD3F6152E6CA5,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:21:37.372-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000047,ALERT-0E36E33EAB78C7F9,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:22:37.386-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000048,ALERT-E9DD862B632660E7,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:23:35.406-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000049,ALERT-D0A9E728D7C1698C,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:24:29.451-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000050,ALERT-E7E9E15ED9F70D35,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:25:35.434-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000051,ALERT-45EFA995E37102F8,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:26:17.443-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000052,ALERT-E1DDFE2BEA2A83C4,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:26:59.493-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000053,ALERT-3F74861696BA1246,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:27:45.506-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000054,ALERT-8C5FEED7F848D6A3,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:28:31.519-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000055,ALERT-6EB90D9669A9EA66,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:29:22.184-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
LBL-000056,ALERT-9BFA3724D0BAC2E6,,C-LNX-01,C-LNX-01-CAL-R002,safesoc-lnx-01,2026-05-15T00:30:07.545-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R002,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R002_alerts.jsonl; manual review recommended.
