case_id,run_id,campaign_id,scenario_id,case_type,agent_name,start_ts,end_ts,execution_mode,tool,expected_raw_alert_count,expected_trigger_alert_count,expected_supporting_alert_count,expected_duplicate_alert_count,expected_noise_alert_count,candidate_link_rows,primary_link_rows,case_window_link_rows,unique_phase3_alert_count_all_candidates,unique_phase3_alert_count_primary,match_status,primary_phase3_alert_uids,all_candidate_phase3_alert_uids,case_summary,analyst_expected_conclusion
CASE-011,S07-MAN-R001,,S07,run_case,safesoc-lnx-01,2026-05-14T21:43:36.453-0400,2026-05-14T21:49:54.920-0400,manual,manual,51,4,47,0,0,51,0,51,51,0,matched,,alert_0080e7ea53ecc72a5259f42758969236;alert_0167d5df1b12769e79bf72de213a3757;alert_0169f171f0728c00f57f395a5ebc818a;alert_03f80c6def027083b5e87483d120a8e8;alert_081aacb15f480633dfa24383cb71afe0;alert_0de7b0715316bf2c3af526ffcdef7193;alert_1559741668d0f2bc251c23d9af09b262;alert_160833a96df7567243fed68836186db7;alert_1a2f0a343be20f6b2eb065f68620d8cb;alert_2171420e6b86eb655a18c2ca6489e5fb;alert_24f6b9622fca170b6a225bb236ed9e70;alert_2565d7793fbd7918ec589a1bb5e02ee0;alert_2731ac431146951ee20a5e52d0bedf87;alert_29fa9dfe229b56c4d6dd7d3a4dce4479;alert_431b70c94a6220d9ceac678a749408a2;alert_552311afe54f08383828300147afa7d2;alert_55a32e3c27eee8171e819641172e488a;alert_563731e27c1df5bfcbebfd83859080c1;alert_59e93a98e1babe44ab1aaf2963840c90;alert_5de635e7adaf129d0981dac90b17acd7;alert_5e9ba59bda83bb033d8652a00f18c562;alert_62ffcd1738745efdb2748e551aebdb68;alert_643d0208a3802510c41ad3222f761705;alert_7c735e9502aa99eb5c79e4129ba8e1ec;alert_7cccd89a4b9e70be14c6af0d5a2abe5a;alert_81b7d878f149de30f0fd8ce38fa7a794;alert_8ab3e2ac92dfd9b277deab31935a3c40;alert_8e402526ca8b6f9aa6786c59869392a7;alert_8ff810418e207cff9447125ecf6e6c96;alert_90c05274fc7142e4c8e8465018ce849e;alert_967aa4eb3dd7953ee6bc3775f5db187c;alert_96e521c35ad8cb1c03b9b54638c4a78c;alert_9ec0d57e8cea6a73631ac1414f594914;alert_a675c3a14119c8ee2d01a3d3d0f56d54;alert_a716726d589fa66df7ac2b1b885a3cc9;alert_a95f680b98c26ec0b838759ea45dd62a;alert_ab798d7d1a241042352aa25c08a399b8;alert_ade78ca3bed8933e158b047a3aa03121;alert_b267610e41fb78d8e9408eb5feba3f76;alert_bf96b071cf773fc181d493929caf8367;alert_c07c4b6809dd20da543e74e62dd378f9;alert_c45f66e64ad8a120ae22e1c246b29baa;alert_c99bd614170f8b1e89e58cd707525c09;alert_ccad997a9b481989f149f86ce5040f1d;alert_d124c3100ac1f680e5c46c2b54ba3ae8;alert_dcf1720256550938357b196e19f754f8;alert_e3be6f6775f1c25afc58eca4fb482b0e;alert_f3c927234a4b28d6f2783b7ac9c3848a;alert_f5ca4858d741a992d66fd936735a8d3b;alert_fc48fd965cec4810fe67fbac57bddda3;alert_fdc13727dfecd526ebd6ddfe23a83ff0,"Run-level investigation case for S07-MAN-R001, containing 51 correlated labeled alerts across 12 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-012,S07-MAN-R002,,S07,run_case,safesoc-lnx-01,2026-05-14T22:06:14.918-0400,2026-05-14T22:06:27.317-0400,manual,manual,9,1,8,0,0,9,9,0,9,9,matched,alert_0f382a030a8612ecd8961ddc97aa914d;alert_14101fab248f5f340b159d309a73b578;alert_16d19801871955955696bfd64cefee8b;alert_23dfaba2c4ba67cd4b0e6ce837174cc2;alert_52da0d97799cf1a6205df648f48c8be7;alert_5d6ba2813046a84a9a27009e2c8c88b6;alert_c00d9379dd0c2e9b10be28aeb7117afb;alert_d99499818bbfc497f0095237dbb4a0fc;alert_e2530313b0750b7bc3b2957b627399a5,alert_0f382a030a8612ecd8961ddc97aa914d;alert_14101fab248f5f340b159d309a73b578;alert_16d19801871955955696bfd64cefee8b;alert_23dfaba2c4ba67cd4b0e6ce837174cc2;alert_52da0d97799cf1a6205df648f48c8be7;alert_5d6ba2813046a84a9a27009e2c8c88b6;alert_c00d9379dd0c2e9b10be28aeb7117afb;alert_d99499818bbfc497f0095237dbb4a0fc;alert_e2530313b0750b7bc3b2957b627399a5,"Run-level investigation case for S07-MAN-R002, containing 9 correlated labeled alerts across 3 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-013,S08-MAN-R001,,S08,run_case,safesoc-lnx-01,2026-05-14T22:22:59.710-0400,2026-05-14T22:23:39.723-0400,manual,manual,18,4,14,0,0,18,0,18,18,0,matched,,alert_02d53c7e6a47bee782d2c7ff2d681357;alert_1348fcb7e2998d826505151edb5d12ed;alert_1786671562e230d2229e43979baa1c27;alert_4b5aeee3716c889ff95c8b0c919f98a2;alert_4f7d51678009e0a1d9be00f02cbb136c;alert_54d4b384cea6762d54883899eb0d975a;alert_61b02b31bf859f7c75b4df586ef7ecdd;alert_63b0eced65a71e3df66d101f829ba4f0;alert_93e27736c57da8bcdfb00cdb5632bddc;alert_9aaa864eae98ab3aeb8aec84dc53a01f;alert_b46b78de77a2f7e33e6d7306702eed0e;alert_c9b15ab062fb5bb623abaf0495adbf26;alert_cd60b1055d9db57aeed5f48df52c72e3;alert_cdee092a8d5f8e95b32e0efa37d52089;alert_d0f3db7ef771333b6ac040439584bc4a;alert_dfb862cb37155cc165c7d98d4da31706;alert_ed5b86b094c43ce3ff40e246c3d473d4;alert_f7f6c3a18431e26e3a0b6e2fbb6b3fe2,"Run-level investigation case for S08-MAN-R001, containing 18 correlated labeled alerts across 9 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-014,S08-MAN-R002,,S08,run_case,safesoc-lnx-01,2026-05-14T22:39:33.566-0400,2026-05-14T22:39:44.060-0400,manual,manual,10,4,6,0,0,10,10,0,10,10,matched,alert_123784add96f42d76aaeca50c0d553a1;alert_1be626a61d0063d1fbb083533c0d9fe6;alert_1da052eb8ab73cfce2943579195b3275;alert_7084b7972b751ec4439b750c34a38f44;alert_721cfe2fbb139b95eaa32ec55a87bd50;alert_75c1f4bcb534018f6934b06201b4b732;alert_782df1c61832da087fe1739e13d4ffd2;alert_8974f6c861245c80be608d1392a86740;alert_9b9a8f65816e80833504cea526de4ffb;alert_9cd36d6ebb223ee75e8be2c9591d1e31,alert_123784add96f42d76aaeca50c0d553a1;alert_1be626a61d0063d1fbb083533c0d9fe6;alert_1da052eb8ab73cfce2943579195b3275;alert_7084b7972b751ec4439b750c34a38f44;alert_721cfe2fbb139b95eaa32ec55a87bd50;alert_75c1f4bcb534018f6934b06201b4b732;alert_782df1c61832da087fe1739e13d4ffd2;alert_8974f6c861245c80be608d1392a86740;alert_9b9a8f65816e80833504cea526de4ffb;alert_9cd36d6ebb223ee75e8be2c9591d1e31,"Run-level investigation case for S08-MAN-R002, containing 10 correlated labeled alerts across 5 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-015,S09-MAN-R001,,S09,run_case,safesoc-lnx-01,2026-05-14T22:55:45.867-0400,2026-05-14T22:56:26.396-0400,manual,manual,13,4,9,0,0,13,13,0,13,13,matched,alert_22e98bd64f7bb4e4c7f739d476ec41e6;alert_3c6ea3a253b5ef79f3f02fa6bb5f0e7e;alert_47ab70ddd97a13e2ec2e658ea32ecc57;alert_52fc61642e3ccbdeca8692b14bfb8d43;alert_606907ae9094710745fd4a794e8fe67d;alert_8c2296e4934d8c1823e5ca4be412f0a4;alert_8e3f44e2a35b8643f43ecb532afd6856;alert_8ecc32a20bbc2d3c96193f53f8436b6f;alert_984f58ffd96719cd74ae033040fcc4f5;alert_c83311eb8be780eedb85f4228da63200;alert_cc686c1235e365fad99ba67b2e82ef75;alert_d50515eebe3ff223116cd1560d10acd2;alert_df7cef2e91bc8ddcd224d7c2ac3344d8,alert_22e98bd64f7bb4e4c7f739d476ec41e6;alert_3c6ea3a253b5ef79f3f02fa6bb5f0e7e;alert_47ab70ddd97a13e2ec2e658ea32ecc57;alert_52fc61642e3ccbdeca8692b14bfb8d43;alert_606907ae9094710745fd4a794e8fe67d;alert_8c2296e4934d8c1823e5ca4be412f0a4;alert_8e3f44e2a35b8643f43ecb532afd6856;alert_8ecc32a20bbc2d3c96193f53f8436b6f;alert_984f58ffd96719cd74ae033040fcc4f5;alert_c83311eb8be780eedb85f4228da63200;alert_cc686c1235e365fad99ba67b2e82ef75;alert_d50515eebe3ff223116cd1560d10acd2;alert_df7cef2e91bc8ddcd224d7c2ac3344d8,"Run-level investigation case for S09-MAN-R001, containing 13 correlated labeled alerts across 7 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,S09,run_case,safesoc-lnx-01,2026-05-14T23:02:29.983-0400,2026-05-14T23:04:14.576-0400,manual,manual,37,4,33,0,0,37,0,37,37,0,matched,,alert_176aa8a4baec773699a968d9ffc67c34;alert_1a02620c2f71b44fbb932d6144ce43a9;alert_280a2013d64960de92c6e1b199c60f6f;alert_29ce6e13df635bdca0c7b5ab508c6c2c;alert_2cd23c869a5764b3fd8f6ec6a52783e6;alert_383b8b88c5e372d6c79ca69996275fe6;alert_3dd0f64a59f6c57d36ba931d75b2aa63;alert_4ea512320abc0940e914b6c9a27538cf;alert_5327b332f536441f6c10dffb5ade8f0e;alert_573bbf879f5d7a45907a2c7e9a5333e8;alert_5d1526a9936529d4896f15ae94a498eb;alert_5d530be279a0b472156505579d640be2;alert_5d945b3ffbe34220d930569e3bfb33ea;alert_6e13139ae27a2f083374135acd0daa68;alert_6f56a2bf5ef6b559952271791db72295;alert_6fda31dcd414b6bb452d0cb304f46045;alert_7068e6b3a292495b31c8a8e940c13c78;alert_7226fa5f4a415509df3698fee6c91afd;alert_78276208ea7e6f0f52f61e57dbc71671;alert_857a027649241ba0e3fc20e62d542c9b;alert_8e462c1af7692dc1ffee7f465141388f;alert_9630673d8c8a39a745aa43b7bf179ece;alert_96a7cb38c34258117e8408157489f0cd;alert_9b704beed5ec16d5448c14da7ae333da;alert_9d9984da7cb97dd3a39bcc1e09963e0c;alert_a5410ff1bc79701a963a8bcbb6282526;alert_a7249a7ef27bb3fcd0358d8a6e8bbefc;alert_bab7cfa1aa08e7ba47f71f3be1ef3a74;alert_bb3e337995f2f648da2d035679bd5ae5;alert_c3b96eceb80cf3eae087deb9cda4db33;alert_c89b6297ffd5a0eacc09b7c8682f5058;alert_ca0eac09cdf72e0b96acbb14a2053267;alert_cdc44f1ee4e64dd8ca626577d763c75f;alert_d3f723a55df8f9da228210317dbde2a1;alert_d7f4e7886f4894b8188b8f5e0de13800;alert_dba34681a6cd0a22d8f329a7e4d99816;alert_f6e94dd4097b6527fd69e2c81e9dfed4,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-017,S10-MAN-R001,,S10,run_case,safesoc-lnx-01,2026-05-14T23:02:29.983-0400,2026-05-14T23:04:32.576-0400,manual,manual,49,1,11,37,0,49,0,49,49,0,matched,,alert_0f5c1262c79302ef025704eee15e170e;alert_176aa8a4baec773699a968d9ffc67c34;alert_1a02620c2f71b44fbb932d6144ce43a9;alert_280a2013d64960de92c6e1b199c60f6f;alert_29ce6e13df635bdca0c7b5ab508c6c2c;alert_2cd23c869a5764b3fd8f6ec6a52783e6;alert_383b8b88c5e372d6c79ca69996275fe6;alert_3dd0f64a59f6c57d36ba931d75b2aa63;alert_4bd73619d22cdd6aa1d8dc3517ecd525;alert_4ea512320abc0940e914b6c9a27538cf;alert_5327b332f536441f6c10dffb5ade8f0e;alert_573bbf879f5d7a45907a2c7e9a5333e8;alert_5d1526a9936529d4896f15ae94a498eb;alert_5d530be279a0b472156505579d640be2;alert_5d945b3ffbe34220d930569e3bfb33ea;alert_6e13139ae27a2f083374135acd0daa68;alert_6f56a2bf5ef6b559952271791db72295;alert_6fda31dcd414b6bb452d0cb304f46045;alert_7068e6b3a292495b31c8a8e940c13c78;alert_7226fa5f4a415509df3698fee6c91afd;alert_78276208ea7e6f0f52f61e57dbc71671;alert_7b88ea5a7b41b4a24b81c2d717db8624;alert_857a027649241ba0e3fc20e62d542c9b;alert_8e462c1af7692dc1ffee7f465141388f;alert_9630673d8c8a39a745aa43b7bf179ece;alert_96a7cb38c34258117e8408157489f0cd;alert_9b704beed5ec16d5448c14da7ae333da;alert_9d9984da7cb97dd3a39bcc1e09963e0c;alert_a5410ff1bc79701a963a8bcbb6282526;alert_a7249a7ef27bb3fcd0358d8a6e8bbefc;alert_b04eee627e28036d4798d289cf47c54d;alert_b28fa8caae764683f8f44d695691079c;alert_bab7cfa1aa08e7ba47f71f3be1ef3a74;alert_bb3e337995f2f648da2d035679bd5ae5;alert_bc216995f42e2a412e9972c20555a283;alert_c3b96eceb80cf3eae087deb9cda4db33;alert_c89b6297ffd5a0eacc09b7c8682f5058;alert_ca0eac09cdf72e0b96acbb14a2053267;alert_cdc44f1ee4e64dd8ca626577d763c75f;alert_d0bc6d9b434321ee6ad92018b96ef866;alert_d3f723a55df8f9da228210317dbde2a1;alert_d668d1dd4f436ea937a244a7fc69fe65;alert_d7f4e7886f4894b8188b8f5e0de13800;alert_db71c553818972d4d5af92bba45e5aaf;alert_dba34681a6cd0a22d8f329a7e4d99816;alert_ef84777c9481de9864b41d7e5ff8ebc8;alert_f07b6c54b960c9196c60c1c49d2bfddb;alert_f46ec4f2316dc7c3c64d4908ee5bf301;alert_f6e94dd4097b6527fd69e2c81e9dfed4,"Run-level investigation case for S10-MAN-R001, containing 49 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-018,S10-MAN-R002,,S10,run_case,safesoc-lnx-01,2026-05-14T23:07:20.370-0400,2026-05-14T23:09:10.635-0400,manual,manual,83,4,48,5,26,83,0,83,83,0,matched,,alert_0428e8a17b82652443d7af06a3503836;alert_04cd22e37c05eb55a6e5345726493c40;alert_055910a480dde63dabef8afaf96b6ce9;alert_07d12b7d4097870966e5813030ee8107;alert_0d72440888cc94036b49d1e7caba5832;alert_106d48746e57251263a5abf4e18ed49d;alert_1215595973a22f09152f2ee0077698bd;alert_17bde34f293486f3fe8f62a533c88451;alert_1a355bac5a8c35651d6bc84a0991bfd8;alert_1a94a5a7ac3613d16da108260b4a97fd;alert_1adac03ade0e0dd08021ab164c588869;alert_1e750423b9f4c9585a7be686229aabd6;alert_2529883801ad9597cf7adf3b7c622d27;alert_282799cd7532ae4728a17d264bcd5c3b;alert_308121151833c6b32b7d80b8c872d578;alert_32e3f5cf411267dffcde638f69d5bb99;alert_337b68d5794fd972278f2551f2a79bd3;alert_39a552c5ccfe405a7107bc84c48e24c2;alert_3c8506386aadcc772d345710f73d1637;alert_400694254d99a7a7c3858a578e39ee84;alert_41c57504d3cbb5676d777e49842fffaf;alert_4358238c547758ba122133006d020998;alert_453510a3b49b14ab553728d11c64ebae;alert_467419ac470a311da503294ee4010670;alert_4792e48d30bd28dac76927b01cbfbe76;alert_4cf425218db6d0fe6e397d7a6894bc6f;alert_4ff488fa84189c10721a381d89daba75;alert_52c92e0c382f2873a5912b3c08242a40;alert_5a6d7a4eb1524412d680575cb3a4b032;alert_5ca84b46c28aad42c2f8c01ecb6fad40;alert_5fd7c512162bda3686cdac3a047ea74c;alert_60d0cf3fe9eeb171edacb5aa63e7a6db;alert_61038e614c9d985d28d90e9700f3d7bd;alert_61424d8268a0113359bb792dd3fb2991;alert_6371a2d48b0a01deb158f1095deec5a9;alert_667e8f410365de4e61cd34b765e7abce;alert_66b80889426aaf0f88a2728050be5e88;alert_6cf496094301ef2a02e5b535c9752b3f;alert_739f0b8a1b544fc520769f7ebd32b146;alert_740096a4ec6446ee0c524046963bb879;alert_7440b7da7a13f107bf8b9a4293763d57;alert_7649d14edf7f05dc18f32fca917ba43c;alert_76eacdcf963b6b5c4bcf43a005ec3c0f;alert_7cdb767266c9b477cb1fb93075bfd1ec;alert_7e2210c4c8b2d49db3ea6430ac95b237;alert_7e8f42f180ab2e62b1c9b69ce738dd0e;alert_7edb059fea87fe8a074205ea8ece7f14;alert_7eff9972dc0aeec84a00e1956cfba39e;alert_82f759d6656211eb035be80a1d7cd2e8;alert_8c008aeab06d75db6902cabcc767937f;alert_8c2f4d79fe15eaa88061dd383032aa49;alert_921d2c5aebf4478e7d2d6c376c9e0ac6;alert_936d5ae3eaa2e28ff17fc090d14b8a4e;alert_9aafb735a13e8984de7d4f45ef31aa6d;alert_9e847e6d205d023df0f65b6d1d01dbd5;alert_a02f2b3eae622f8c3006f6f8c0047a46;alert_a2e28053f59ab885cd340eda54617375;alert_a3dd1b6e15f11c1221dddeb35ac5e69f;alert_ae5d49386759852c4a06cf31d710f487;alert_b220bb338b540efd23e3a3a870db16b7;alert_b814dde5955630662f07454186a53294;alert_bd5b3a28ba28efec5d328b1374da3408;alert_c5b7d4969741fb3ae56048f76e0b151c;alert_c65799a69a3ff5e4098ace5cdc555faa;alert_c756047a511beb92e0fb88059fe03963;alert_c844f7636f3c2d6b92d0e1b7bf17815b;alert_c8a7d6c9cac5bb0c66f5ac55773f4e11;alert_cf9e805bbeb4b46c56c00f6dd3f53e11;alert_d0728871da4da1a956a205a3f477cd25;alert_d27efd887043a5cf3c49f09864c704af;alert_d2a5d92dac8e2d911d27e5ce346494a3;alert_d49fede20448248f1016882e7d98caef;alert_d7fca3585113d01604aff661426fce3b;alert_d819567175f956f41e1d103955b238c3;alert_dd9654356998345a6d533f3fa329649d;alert_de5c0773e60f191dfee6c0523eaf21bd;alert_e257453d31512a064330c6700b64db6a;alert_efd5cc46cfb0df3d0d4d21254a0e5604;alert_f2fb6d4412af5c7f44ad5825565479a0;alert_f33f0f4e4c0fb073b72931dd500ba3ce;alert_f5c86fd69e9b3b6e13557e14395d25a7;alert_f627966fd1d7b5b5a5fb0e2ad6e409bf;alert_fea2b387b7974aa85377e254f5a43c4b,"Run-level investigation case for S10-MAN-R002, containing 83 correlated labeled alerts across 10 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-019,S11-MAN-R001,,S11,run_case,safesoc-lnx-01,2026-05-14T15:25:40.630-0400,2026-05-14T15:33:38.863-0400,manual,manual,16,1,15,0,0,20,16,0,16,14,matched,alert_076eac9f9dfd5ab2cc80c569b6ebb2cb;alert_0de204c79934b947730270921febac9b;alert_12cefb695b2cc084d48a21b01fe4b4e8;alert_1e64ef567b6314a9edf1722179b16895;alert_52dad5eb5baa4265ba7b18698fec86b8;alert_555b056945fa3ea134666d9b7ea40c63;alert_8110380cc4e3855be2d316693a6a568a;alert_b1e73785d01941824608e2fa808c641c;alert_b6fa623b25ef6d87f06eb12f10835e9a;alert_b8fa72ab459fe589ee52557f60ec062f;alert_ccad7bdf1157de9a91e54e6752c6b66b;alert_d61bdab5990706034dedbbc2c5f4365d;alert_e31aed267901f2cc47dde0a90c6a5bad;alert_fb58f8057d627784c92d7f5d49ebc6d2,alert_076eac9f9dfd5ab2cc80c569b6ebb2cb;alert_0de204c79934b947730270921febac9b;alert_12cefb695b2cc084d48a21b01fe4b4e8;alert_1e64ef567b6314a9edf1722179b16895;alert_52dad5eb5baa4265ba7b18698fec86b8;alert_555b056945fa3ea134666d9b7ea40c63;alert_8110380cc4e3855be2d316693a6a568a;alert_b1e73785d01941824608e2fa808c641c;alert_b6fa623b25ef6d87f06eb12f10835e9a;alert_b8fa72ab459fe589ee52557f60ec062f;alert_bfebaa3720abca06ae01835913bf40de;alert_ccad7bdf1157de9a91e54e6752c6b66b;alert_d61bdab5990706034dedbbc2c5f4365d;alert_e31aed267901f2cc47dde0a90c6a5bad;alert_efc9b466c81fee80bb3ff68fc028f54c;alert_fb58f8057d627784c92d7f5d49ebc6d2,"Run-level investigation case for S11-MAN-R001, containing 16 correlated labeled alerts across 6 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.
CASE-020,S11-MAN-R002,,S11,run_case,safesoc-lnx-01,2026-05-14T16:53:54.779-0400,2026-05-14T16:54:34.791-0400,manual,manual,16,1,15,0,0,30,16,0,16,11,matched,alert_061b557bdada14ba8acbfc08b953c82f;alert_1605d3bae0b4eb6677026385674da8bf;alert_22db4b7bc515e65536226d6807ce44aa;alert_659679c45c15a9ec35b846e01aa09f32;alert_87e7ffde6165cb73cdc5b6e4fdb7235a;alert_8d5b32d5cec0f7d130d2b9dbac7f4ff8;alert_90b48748d513a0f718a21aa6cbd1c00b;alert_ad54f6b1b5b8e06bd3fcdabbe8fa18ac;alert_dddf50d61efc9d3e339d9d24ec85ced3;alert_e602dc1a1c640312228a7d02d70e8923;alert_f7c34c6161fa58c10985a5b908c5d3e8,alert_061b557bdada14ba8acbfc08b953c82f;alert_0ea51cb6bccf752d59d34536a7574df2;alert_1605d3bae0b4eb6677026385674da8bf;alert_22db4b7bc515e65536226d6807ce44aa;alert_4d496a53d05888c872b0397727d6806f;alert_4ea291ba1296f6bf9556459e576c8b11;alert_60ddda3def7c0d9af80f9800172da2a5;alert_659679c45c15a9ec35b846e01aa09f32;alert_87e7ffde6165cb73cdc5b6e4fdb7235a;alert_8d5b32d5cec0f7d130d2b9dbac7f4ff8;alert_90b48748d513a0f718a21aa6cbd1c00b;alert_ad54f6b1b5b8e06bd3fcdabbe8fa18ac;alert_dddf50d61efc9d3e339d9d24ec85ced3;alert_e602dc1a1c640312228a7d02d70e8923;alert_f7c34c6161fa58c10985a5b908c5d3e8;alert_fe0c9dea5f2a99f751032ee9ba366b31,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.
CASE-021,S11-MAN-R003,,S11,run_case,safesoc-lnx-01,2026-05-14T17:19:39.478-0400,2026-05-14T17:20:17.552-0400,manual,manual,16,1,15,0,0,26,16,0,16,11,matched,alert_0ec825d7683a6a3c02b1ed0c229201b9;alert_14ec1285449d3890a13de8055a46ba64;alert_205822a0c838b099bcbbefaa6884ed39;alert_2e3ca4dc878d4403a244e4b3d2aba0ed;alert_360f89ad0bef92c12cffbf91c2ee313d;alert_3b80fd40ae53a982f097ab11968feb4b;alert_5555c344eabf804c713938bd4b262350;alert_8a4418c71e630e71882899427d4bae5f;alert_99207fb60f207e7dfe4200871850aad2;alert_b93db2cfb31d6f5f06ddef583aa0e698;alert_fb4ed1c31b5571d30cfa3041f89c2da5,alert_0ec825d7683a6a3c02b1ed0c229201b9;alert_14ec1285449d3890a13de8055a46ba64;alert_205822a0c838b099bcbbefaa6884ed39;alert_2e3ca4dc878d4403a244e4b3d2aba0ed;alert_341ae1833f91b32051b444ce3f6eb6a6;alert_360f89ad0bef92c12cffbf91c2ee313d;alert_3b80fd40ae53a982f097ab11968feb4b;alert_5555c344eabf804c713938bd4b262350;alert_79d8a4c8b2782289e53a211c3ca5cff0;alert_8a4418c71e630e71882899427d4bae5f;alert_99207fb60f207e7dfe4200871850aad2;alert_a778eae6f713c626f112f9296cc0af38;alert_b93db2cfb31d6f5f06ddef583aa0e698;alert_df4b5541da5b16b44d5fa6ac56af9204;alert_e1cace97457f09263105d25363bda708;alert_fb4ed1c31b5571d30cfa3041f89c2da5,"Run-level investigation case for S11-MAN-R003, containing 16 correlated labeled alerts across 4 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.
CASE-022,S12-MAN-R002,,S12,run_case,safesoc-win-01,2026-05-14T17:24:35.958-0400,2026-05-14T17:32:36.421-0400,manual,manual,14,1,0,8,14,14,0,14,14,0,matched,,alert_035f28254aa60e51e8455d6c6b50f1ea;alert_0ac8580d860b451a6369689ac3150d85;alert_29b1778beaa252c2a86fc58fdb0a74bd;alert_62a186d3e9fdf11d5d910e2cd5f029a9;alert_63a8dc327335147e2bcca7a5220e91b0;alert_66b52f93cf1d39f1b62b35f41e37c8d5;alert_6f57b941cc9899805baac76114c370c7;alert_737f073f691959d2981724381cb80bdb;alert_88351f6a0fc998cdca98a5e9b2f43258;alert_8ed9445808a8125aa54ca57ed90c8d29;alert_a0b22d3bddbf986ea9fb7782f2835565;alert_aceac53ddcee4afe370c24b3acd0790e;alert_c2e8b1d3f5b23c40c1db83673d4b3429;alert_cde9d7bd3708fafd2aeb9a10abaf4901,"Run-level investigation case for S12-MAN-R002, containing 14 correlated labeled alerts across 6 Wazuh rule IDs.",Analyst should treat this as noisy or false-positive-like activity unless additional evidence changes the context.
