case_id,case_run_id,case_campaign_id,case_execution_mode,case_tool,case_summary,analyst_expected_conclusion,label_id,phase2_alert_uid,run_id,campaign_id,scenario_id,label,event_role,execution_mode,tool,match_rank,candidate_count,is_primary_candidate,phase3_alert_uid,evidence_id,raw_file_name,raw_line_number,raw_alert_sha256,source_event_id,source_location,event_time_utc,source_time_raw,normalized_agent_name,normalized_rule_id,normalized_rule_description,event_category,event_action,event_outcome,normalized_severity,mitre_technique_ids,normalization_status,link_source
CASE-001,C-LNX-01-CAL-R001,C-LNX-01,caldera,MITRE Caldera,"Run-level investigation case for C-LNX-01-CAL-R001, containing 13 correlated labeled alerts across 6 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression.",LBL-000010,ALERT-A57B1C491294A5AE,C-LNX-01-CAL-R001,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,2,2,False,alert_2540aea2d731e54815f2a0c8ce40f6d5,evidence_9fe58774da2bfa4d0870b952a709e73b,raw_alerts_full.jsonl,5613,3e4bf6bebcfcd0806be25110cb59c7042c7ff873bb7ba18e65905cd2a9af9a8f,1778816499.12783051,journald,2026-05-15T03:41:39.323000+00:00,2026-05-14T23:41:39.323-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match
CASE-001,C-LNX-01-CAL-R001,C-LNX-01,caldera,MITRE Caldera,"Run-level investigation case for C-LNX-01-CAL-R001, containing 13 correlated labeled alerts across 6 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression.",LBL-000011,ALERT-5410A591ADDD1117,C-LNX-01-CAL-R001,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,1,2,True,alert_f0cb9b19cbbf4864af8a099dbc956562,evidence_a2f5c2a3c5f9c91919de73b43885e76a,raw_alerts_full.jsonl,5612,e74a028e9a18683a80ee4f47a86f75a46d8bdbe4b8a340b599b68ff180da12e9,1778816499.12782645,/var/log/auth.log,2026-05-15T03:41:39.323000+00:00,2026-05-14T23:41:39.323-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match
CASE-001,C-LNX-01-CAL-R001,C-LNX-01,caldera,MITRE Caldera,"Run-level investigation case for C-LNX-01-CAL-R001, containing 13 correlated labeled alerts across 6 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression.",LBL-000011,ALERT-5410A591ADDD1117,C-LNX-01-CAL-R001,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,2,2,False,alert_2540aea2d731e54815f2a0c8ce40f6d5,evidence_9fe58774da2bfa4d0870b952a709e73b,raw_alerts_full.jsonl,5613,3e4bf6bebcfcd0806be25110cb59c7042c7ff873bb7ba18e65905cd2a9af9a8f,1778816499.12783051,journald,2026-05-15T03:41:39.323000+00:00,2026-05-14T23:41:39.323-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match
CASE-001,C-LNX-01-CAL-R001,C-LNX-01,caldera,MITRE Caldera,"Run-level investigation case for C-LNX-01-CAL-R001, containing 13 correlated labeled alerts across 6 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression.",LBL-000012,ALERT-E4376BADD32B886D,C-LNX-01-CAL-R001,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,1,1,True,alert_06db4c810b3569c27db965ed32d8846e,evidence_a1643623d1aef09e70f0d9fd03ea5c27,raw_alerts_full.jsonl,5614,0dcef9e557996e51f8d36f5c2102cc603c3e8eec92a99f32536bbdc61cd870e6,1778816558.12783438,/var/log/auth.log,2026-05-15T03:42:38.724000+00:00,2026-05-14T23:42:38.724-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match
CASE-001,C-LNX-01-CAL-R001,C-LNX-01,caldera,MITRE Caldera,"Run-level investigation case for C-LNX-01-CAL-R001, containing 13 correlated labeled alerts across 6 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression.",LBL-000013,ALERT-FC2C44F58A9115F4,C-LNX-01-CAL-R001,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,1,1,True,alert_da6c986cd9e7e30c8f13d2481dcac1ec,evidence_b6754dc371e2f89c9951d8172ab16d96,raw_alerts_full.jsonl,5615,2d0125168defc667d5f7256cc9abe73ddfe817b383282c492cd1683b81e52ecd,1778816559.12783918,journald,2026-05-15T03:42:39.324000+00:00,2026-05-14T23:42:39.324-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression.",,,C-LNX-01-CAL-R002,C-LNX-01,,,case_window_context,caldera,MITRE Caldera,1,46,False,alert_4ff7f5184d936730a1989f1bd07d7bbe,evidence_dbd5764081245f9ee78699aa56f9dff6,raw_alerts_full.jsonl,6,ef150a284aa7792ffe1f6b8c0ad9222987181c361cd8f8525ac60d4b9c30eaaa,1778818345.6842,/var/log/audit/audit.log,2026-05-15T04:12:25.208000+00:00,2026-05-15T00:12:25.208-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression.",,,C-LNX-01-CAL-R002,C-LNX-01,,,case_window_context,caldera,MITRE Caldera,2,46,False,alert_e2ef466d6bf13950e4fa2058945581fd,evidence_8f6190f4398f94d4474cd133497d9907,raw_alerts_full.jsonl,7,ec543dd60039de901f54d59473a98cbd6d3ea65a58979b7a81e3bce25c61bfa9,1778818417.8869,/var/log/audit/audit.log,2026-05-15T04:13:37.238000+00:00,2026-05-15T00:13:37.238-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression.",,,C-LNX-01-CAL-R002,C-LNX-01,,,case_window_context,caldera,MITRE Caldera,3,46,False,alert_75cf829888385297bd60fc9d4a464ee3,evidence_773c9036efe3253e2e9bf7dd520ca79a,raw_alerts_full.jsonl,8,224909b535f63e19f378e74714e7d390136b4306a02c060645d21a694c8c23d2,1778818475.9963,/var/log/audit/audit.log,2026-05-15T04:14:35.246000+00:00,2026-05-15T00:14:35.246-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression.",,,C-LNX-01-CAL-R002,C-LNX-01,,,case_window_context,caldera,MITRE Caldera,4,46,False,alert_ad2fa4f597d53eea70e427da6820eda4,evidence_ff782abe85a42a91245c4083b8301e4f,raw_alerts_full.jsonl,9,83b82d52cb42be2b619a201fa4e8d85f05901d079f78ed817ffab802d458bb80,1778818535.11990,/var/log/audit/audit.log,2026-05-15T04:15:35.267000+00:00,2026-05-15T00:15:35.267-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression.",,,C-LNX-01-CAL-R002,C-LNX-01,,,case_window_context,caldera,MITRE Caldera,5,46,False,alert_50351c786fe82db569b72f2d3445d664,evidence_397a267b5aef86a9a41b99289f7082bf,raw_alerts_full.jsonl,10,1a2095062e9034a78188efa97ed4340ea575e2c1c5872702f4cfd5fed00edea6,1778818603.13085,/var/log/audit/audit.log,2026-05-15T04:16:43.322000+00:00,2026-05-15T00:16:43.322-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression.",,,C-LNX-01-CAL-R002,C-LNX-01,,,case_window_context,caldera,MITRE Caldera,6,46,False,alert_33c770638750ab5e018d7d55e4176482,evidence_37a5df63a09e9ec5fa0c11b17dd0fcc3,raw_alerts_full.jsonl,11,5d1aecf67c7a0c155c836ff3a79c56768c215668bc34882a06eb3ded0fd0f203,1778818667.15113,/var/log/audit/audit.log,2026-05-15T04:17:47.297000+00:00,2026-05-15T00:17:47.297-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression.",,,C-LNX-01-CAL-R002,C-LNX-01,,,case_window_context,caldera,MITRE Caldera,7,46,False,alert_d5ea6b838bdebc86b0c373ea1250a521,evidence_85c7b59f6088f5ced875bacd1113e5e5,raw_alerts_full.jsonl,12,b6a769d319d57e6dcef0cd0c1c93770c4d9ee488da8a2f071b17f9de0e4ac2f0,1778818735.17141,/var/log/audit/audit.log,2026-05-15T04:18:55.313000+00:00,2026-05-15T00:18:55.313-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression.",,,C-LNX-01-CAL-R002,C-LNX-01,,,case_window_context,caldera,MITRE Caldera,8,46,False,alert_140da7a43a96707cb9a3e22982a30ee9,evidence_ef58181dcc6758cbc2d820c443a0c9a2,raw_alerts_full.jsonl,13,48a891113ceb78059f0acbb27dab39091d4c596cc913f26de5070d5197fb0007,1778818795.19169,/var/log/audit/audit.log,2026-05-15T04:19:55.349000+00:00,2026-05-15T00:19:55.349-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression.",,,C-LNX-01-CAL-R002,C-LNX-01,,,case_window_context,caldera,MITRE Caldera,9,46,False,alert_ba6044a3b2c3183f3c26059c4bf8ab13,evidence_0b055dcb7de53093b9c269cae21dccd7,raw_alerts_full.jsonl,14,125606e76589a3262ff5f241fd62eab3023d7fbf766de50c3b67ab4dbdb3b796,1778818839.21197,/var/log/audit/audit.log,2026-05-15T04:20:39.359000+00:00,2026-05-15T00:20:39.359-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression.",,,C-LNX-01-CAL-R002,C-LNX-01,,,case_window_context,caldera,MITRE Caldera,10,46,False,alert_4476f3027ccfc4f9e9dfa707cfd94272,evidence_c0888f31046f6d7c150aadba36d7ada2,raw_alerts_full.jsonl,15,64db3e0ed847f8c9d8aeca231712faf5d3a9e032ee39d4b3da4647dcbf29bfd0,1778818897.23225,/var/log/audit/audit.log,2026-05-15T04:21:37.372000+00:00,2026-05-15T00:21:37.372-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression.",,,C-LNX-01-CAL-R002,C-LNX-01,,,case_window_context,caldera,MITRE Caldera,11,46,False,alert_ab9167f77ba3daa33923546daf36880d,evidence_4a5955464d8ac0417dc3d2e4f1ecf116,raw_alerts_full.jsonl,16,461cea9ff10e396c97fbc90bca5af1206d3480c51db7c38779e6ac4bd31dd74d,1778818957.25253,/var/log/audit/audit.log,2026-05-15T04:22:37.386000+00:00,2026-05-15T00:22:37.386-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression.",,,C-LNX-01-CAL-R002,C-LNX-01,,,case_window_context,caldera,MITRE Caldera,12,46,False,alert_88dca1ef4416760f907b57aa22fce4ef,evidence_d65536de7b948cb47518007ce65656d3,raw_alerts_full.jsonl,17,18ab153f4e0a5c5e040a7438bd44049782c35aa47ba360f9ba4ecbe8c3b2589e,1778819015.27281,/var/log/audit/audit.log,2026-05-15T04:23:35.406000+00:00,2026-05-15T00:23:35.406-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression.",,,C-LNX-01-CAL-R002,C-LNX-01,,,case_window_context,caldera,MITRE Caldera,13,46,False,alert_478fdf22923452053648e5270472342b,evidence_755eba01dfbae8f2d00d2efd6267f01c,raw_alerts_full.jsonl,18,b99987a5e0d15af12e6ed1167b1c03709a849de9a79a154e41103875a6524db7,1778819069.28376,/var/log/audit/audit.log,2026-05-15T04:24:29.451000+00:00,2026-05-15T00:24:29.451-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression.",,,C-LNX-01-CAL-R002,C-LNX-01,,,case_window_context,caldera,MITRE Caldera,14,46,False,alert_b772073e47746022f63cf842856b8974,evidence_f4d3f7cb047abd8ec8db668ef8546ec3,raw_alerts_full.jsonl,19,5bf954fe998308143d5d941e44ffb30367768b558b312a8e7a60ede3ae01ddaf,1778819135.30404,/var/log/audit/audit.log,2026-05-15T04:25:35.434000+00:00,2026-05-15T00:25:35.434-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match
